Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url_x,url_y,url
1,Chile Vamos,UDI,"('Nino', 'Baltolu', 'Rasera')",9272.0,13.02,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nino_Baltolu_Rasera,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nino_Baltolu_Rasera,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nino_Baltolu_Rasera
1,Frente Amplio,PL,"('Vlado', 'Mirosevic', 'Verdugo')",24273.0,34.09,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vlado_Mirosevic_Verdugo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vlado_Mirosevic_Verdugo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Vlado_Mirosevic_Verdugo
1,La Fuerza de la Mayoría,PS,"('Luis', 'Rocafull', 'Lopez')",6430.0,9.03,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Alberto_Rocafull_López,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Alberto_Rocafull_López,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Alberto_Rocafull_López
2,Chile Vamos,UDI,"('Renzo', 'Trisotti', 'Martinez')",20084.0,22.22,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Renzo_Aldo_Trisotti_Martínez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Renzo_Aldo_Trisotti_Martínez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Renzo_Aldo_Trisotti_Martínez
2,Chile Vamos,RN,"('Ramon', 'Galleguillos', 'Castillo')",17279.0,19.11,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Ernesto_Galleguillos_Castillo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Ernesto_Galleguillos_Castillo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Ernesto_Galleguillos_Castillo
2,La Fuerza de la Mayoría,PC,"('Hugo', 'Gutierrez', 'Galvez')",14332.0,15.85,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_Humberto_Gutiérrez_Gálvez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_Humberto_Gutiérrez_Gálvez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_Humberto_Gutiérrez_Gálvez
2,La Fuerza de la Mayoría,PC,"('Rubén', 'Moraga', 'Mamani')",0.0,0.0,,*,,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rubén_Joaquín_Moraga_Mamani
3,Chile Vamos,RN,"('Jose', 'Miguel', 'Castro', 'Bascuñan')",5183.0,3.19,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Castro_Bascuñán,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Castro_Bascuñán,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Castro_Bascuñán
3,Chile Vamos,RN,"('Paulina', 'Nuñez', 'Urrutia')",37768.0,23.26,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Paulina_Andrea_Núñez_Urrutia,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Paulina_Andrea_Núñez_Urrutia,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Paulina_Andrea_Núñez_Urrutia
3,Coalición Regionalista Verde,FREVS,"('Esteban', 'Jorge', 'Velasquez', 'Nuñez')",10067.0,6.2,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Esteban_Jorge_Velásquez_Núñez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Esteban_Jorge_Velásquez_Núñez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Esteban_Jorge_Velásquez_Núñez
3,Frente Amplio,RD,"('Catalina', 'Perez', 'Salinas')",6106.0,3.76,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Catalina_Ilona_Io_Pérez_Salinas,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Catalina_Ilona_Io_Pérez_Salinas,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Catalina_Ilona_Io_Pérez_Salinas
3,La Fuerza de la Mayoría,PRSD,"('Marcela', 'Ximena', 'Hernando', 'Perez')",14817.0,9.13,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcela_Ximena_Hernando_Pérez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcela_Ximena_Hernando_Pérez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcela_Ximena_Hernando_Pérez
4,Chile Vamos,RN,"('Sofia', 'Cid', 'Versalovic')",13325.0,14.21,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sofía_Slovena_Cid_Versalovic,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sofía_Slovena_Cid_Versalovic,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sofía_Slovena_Cid_Versalovic
4,Chile Vamos,UDI,"('Nicolas', 'Noman', 'Garrido')",5974.0,6.37,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nicolás_José_Noman_Garrido,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nicolás_José_Noman_Garrido,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nicolás_José_Noman_Garrido
4,Coalición Regionalista Verde,FREVS,"('Jaime', 'Mulet', 'Martinez')",9393.0,10.02,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Mulet_Martínez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Mulet_Martínez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Mulet_Martínez
4,La Fuerza de la Mayoría,PS,"('Daniella', 'Cicardini', 'Milla')",16488.0,17.58,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniella_Valentina_Cicardini_Milla,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniella_Valentina_Cicardini_Milla,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniella_Valentina_Cicardini_Milla
4,La Fuerza de la Mayoría,PS,"('Juan', 'Ruben', 'Santana', 'Castillo')",6245.0,6.66,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Rubén_Santana_Castillo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Rubén_Santana_Castillo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Rubén_Santana_Castillo
5,Chile Vamos,UDI,"('Juan', 'Manuel', 'Fuenzalida', 'Cobo')",4331.0,1.87,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Manuel_Fuenzalida_Cobo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Manuel_Fuenzalida_Cobo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Manuel_Fuenzalida_Cobo
5,Chile Vamos,UDI,"('Sergio', 'Gahona', 'Salazar')",27332.0,11.78,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Alfredo_Gahona_Salazar,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Alfredo_Gahona_Salazar,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Alfredo_Gahona_Salazar
5,Chile Vamos,RN,"('Francisco', 'Eguiguren', 'Correa')",11132.0,4.8,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_de_Borja_Eguiguren_Correa,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_de_Borja_Eguiguren_Correa,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_de_Borja_Eguiguren_Correa
5,Coalición Regionalista Verde,FREVS,"('Pedro', 'Antonio', 'Velasquez', 'Seguel')",22587.0,9.74,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Antonio_Velásquez_Seguel,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Antonio_Velásquez_Seguel,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Antonio_Velásquez_Seguel
5,Convergencia Democrática,PDC,"('Matias', 'Walker', 'Prieto')",15468.0,6.67,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Matías_Walker_Prieto,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Matías_Walker_Prieto,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Matías_Walker_Prieto
5,La Fuerza de la Mayoría,PC,"('Daniel', 'Nuñez', 'Arancibia')",15300.0,6.6,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Ignacio_Núñez_Arancibia,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Ignacio_Núñez_Arancibia,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Ignacio_Núñez_Arancibia
5,La Fuerza de la Mayoría,PS,"('Raul', 'Saldivar', 'Auger')",11077.0,4.78,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Raúl_Fernando_Saldívar_Auger,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Raúl_Fernando_Saldívar_Auger,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Raúl_Fernando_Saldívar_Auger
6,Chile Vamos,RN,"('Luis', 'Pardo', 'Sainz')",15725.0,4.95,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Rafael_Pardo_Sainz,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Rafael_Pardo_Sainz,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Rafael_Pardo_Sainz
6,Chile Vamos,RN,"('Andres', 'Longton', 'Herrera')",38874.0,12.23,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Longton_Herrera,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Longton_Herrera,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Longton_Herrera
6,Chile Vamos,RN,"('Camila', 'Flores', 'Oporto')",15283.0,4.81,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camila_Alejandra_Flores_Oporto,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camila_Alejandra_Flores_Oporto,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camila_Alejandra_Flores_Oporto
6,Chile Vamos,EVOPOLI,"('Pablo', 'Kast', 'Sommerhoff')",28465.0,8.96,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Andrés_Kast_Sommerhoff,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Andrés_Kast_Sommerhoff,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Andrés_Kast_Sommerhoff
6,Convergencia Democrática,PDC,"('Daniel', 'Angel', 'Verdessi', 'Belemmi')",11571.0,3.64,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Ángel_Verdessi_Belemmi,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Ángel_Verdessi_Belemmi,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Ángel_Verdessi_Belemmi
6,Frente Amplio,PH,"('Diego', 'Ibañez', 'Cotroneo')",9185.0,2.89,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Diego_Eduardo_Ibáñez_Cotroneo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Diego_Eduardo_Ibáñez_Cotroneo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Diego_Eduardo_Ibáñez_Cotroneo
6,La Fuerza de la Mayoría,PPD,"('Carolina', 'Marzan', 'Pinto')",14422.0,4.54,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marta_Carolina_Marzán_Pinto,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marta_Carolina_Marzán_Pinto,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marta_Carolina_Marzán_Pinto
6,La Fuerza de la Mayoría,PS,"('Marcelo', 'Schilling', 'Rodriguez')",20072.0,6.32,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcelo_Schilling_Rodríguez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcelo_Schilling_Rodríguez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcelo_Schilling_Rodríguez
7,Chile Vamos,RN,"('Andres', 'Celis', 'Montt')",21285.0,6.61,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Celis_Montt,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Celis_Montt,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Celis_Montt
7,Chile Vamos,UDI,"('Osvaldo', 'Urrutia', 'Soto')",18198.0,5.65,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Osvaldo_Alejandro_Nicanor_Urrutia_Soto,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Osvaldo_Alejandro_Nicanor_Urrutia_Soto,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Osvaldo_Alejandro_Nicanor_Urrutia_Soto
7,Chile Vamos,UDI,"('Maria', 'Jose', 'Hoffmann', 'Opazo')",34690.0,10.77,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_José_Hoffmann_Opazo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_José_Hoffmann_Opazo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_José_Hoffmann_Opazo
7,Convergencia Democrática,PDC,"('Victor', 'Marcelo', 'Torres', 'Jeldes')",14942.0,4.64,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Marcelo_Torres_Jeldes,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Marcelo_Torres_Jeldes,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Marcelo_Torres_Jeldes
7,Frente Amplio,RD,"('Jorge', 'Brito', 'Hasbun')",13289.0,4.13,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Elías_Brito_Hasbún,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Elías_Brito_Hasbún,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Elías_Brito_Hasbún
7,Frente Amplio,IGUALDAD,"('Camila', 'Rojas', 'Valderrama')",14885.0,4.62,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camila_Ruzlay_Rojas_Valderrama,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camila_Ruzlay_Rojas_Valderrama,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camila_Ruzlay_Rojas_Valderrama
7,La Fuerza de la Mayoría,PPD,"('Rodrigo', 'Gonzalez', 'Torres')",16849.0,5.23,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rodrigo_René_González_Torres,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rodrigo_René_González_Torres,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rodrigo_René_González_Torres
7,La Fuerza de la Mayoría,PS,"('Marcelo', 'Diaz', 'Diaz')",15265.0,4.74,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcelo_Eduardo_Díaz_Díaz,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcelo_Eduardo_Díaz_Díaz,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcelo_Eduardo_Díaz_Díaz
8,Chile Vamos,UDI,"('Patricio', 'Melero', 'Abaroa')",23042.0,5.43,*,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Melero_Abaroa,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Melero_Abaroa,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Melero_Abaroa
8,Chile Vamos,UDI,"('Joaquin', 'Lavin', 'Leon')",75973.0,17.92,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_José_Lavín_León,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_José_Lavín_León,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joaquín_José_Lavín_León
8,Chile Vamos,RN,"('Mario', 'Desbordes', 'Jimenez')",17799.0,4.2,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Guillermo_Desbordes_Jiménez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Guillermo_Desbordes_Jiménez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Guillermo_Desbordes_Jiménez
8,Chile Vamos,UDI,"('Cristián', 'Labbé', 'Martínez')",0.0,0.0,,*,,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristián_Labbé_Martínez
8,Chile Vamos,RN,"('Camilo', 'Morán', 'Bahamondes')",0.0,0.0,,*,,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camilo_Morán_Bahamondes
8,Convergencia Democrática,PDC,"('Gabriel', 'Silber', 'Romo')",29205.0,6.89,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Silber_Romo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Silber_Romo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Silber_Romo
8,Frente Amplio,PODER,"('Claudia', 'Nathalie', 'Mix', 'Jimenez')",20958.0,4.94,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudia_Nathalie_Mix_Jimenez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudia_Nathalie_Mix_Jimenez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudia_Nathalie_Mix_Jimenez
8,Frente Amplio,RD,"('Pablo', 'Vidal', 'Rojas')",12135.0,2.86,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Esteban_Vidal_Rojas,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Esteban_Vidal_Rojas,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Esteban_Vidal_Rojas
8,La Fuerza de la Mayoría,PRSD,"('Pepe', 'Auth', 'Stewart')",26839.0,6.33,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pepe_Auth_Stewart,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pepe_Auth_Stewart,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pepe_Auth_Stewart
8,La Fuerza de la Mayoría,PC,"('Carmen', 'Hertz', 'Cadiz')",16035.0,3.78,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carmen_Adelaida_Hertz_Cádiz,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carmen_Adelaida_Hertz_Cádiz,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carmen_Adelaida_Hertz_Cádiz
9,Chile Vamos,RN,"('Erika', 'Olivera', 'de la Fuente')",30817.0,9.15,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Erika_Alejandra_Olivera_de_la_Fuente,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Erika_Alejandra_Olivera_de_la_Fuente,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Erika_Alejandra_Olivera_de_la_Fuente
9,Chile Vamos,EVOPOLI,"('Sebastian', 'Keitel', 'Bianchi')",30243.0,8.98,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sebastián_Keitel_Bianchi,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sebastián_Keitel_Bianchi,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sebastián_Keitel_Bianchi
9,Chile Vamos,RN,"('Jorge', 'Duran', 'Espinoza')",19421.0,5.77,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Andrés_Durán_Espinoza,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Andrés_Durán_Espinoza,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Andrés_Durán_Espinoza
9,Frente Amplio,RD,"('Maite', 'Orsini', 'Pascal')",21814.0,6.48,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Maite_Orsini_Pascal,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Maite_Orsini_Pascal,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Maite_Orsini_Pascal
9,La Fuerza de la Mayoría,PC,"('Boris', 'Anthony', 'Barrera', 'Moreno')",4352.0,1.29,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Boris_Anthony_Barrera_Moreno,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Boris_Anthony_Barrera_Moreno,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Boris_Anthony_Barrera_Moreno
