Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,Electos_comp,url_x,url_y,url
18,Chile Vamos,UDI,"('Rolando', 'Renteria', 'Moller')",16715.0,13.86,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rolando_Ramón_Rentería_Möller,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rolando_Ramón_Rentería_Möller,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rolando_Ramón_Rentería_Möller
18,Convergencia Democrática,PDC,"('Manuel', 'Jose', 'Matta', 'Aragay')",12825.0,10.64,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_José_Ramón_Matta_Aragay,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_José_Ramón_Matta_Aragay,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_José_Ramón_Matta_Aragay
18,La Fuerza de la Mayoría,PS,"('Jaime', 'Naranjo', 'Ortiz')",13390.0,11.1,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Naranjo_Ortiz,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Naranjo_Ortiz,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Naranjo_Ortiz
19,Chile Vamos,UDI,"('Gustavo', 'Sanhueza', 'Dueñas')",15680.0,8.09,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Adolfo_Sanhueza_Dueñas,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Adolfo_Sanhueza_Dueñas,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Adolfo_Sanhueza_Dueñas
19,Chile Vamos,RN,"('Frank', 'Sauerbaum', 'Muñoz')",18107.0,9.34,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Frank_Carlos_Sauerbaum_Muñoz,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Frank_Carlos_Sauerbaum_Muñoz,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Frank_Carlos_Sauerbaum_Muñoz
19,Convergencia Democrática,PDC,"('Jorge', 'Eduardo', 'Sabag', 'Villalobos')",28995.0,14.96,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Eduardo_Sabag_Villalobos,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Eduardo_Sabag_Villalobos,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Eduardo_Sabag_Villalobos
19,La Fuerza de la Mayoría,PPD,"('Maria', 'Loreto', 'Carvajal', 'Ambiado')",12734.0,6.57,*,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Loreto_Carvajal_Ambiado,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Loreto_Carvajal_Ambiado,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Loreto_Carvajal_Ambiado
19,La Fuerza de la Mayoría,PRSD,"('Carlos', 'Abel', 'Jarpa', 'Wevar')",15377.0,7.94,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Abel_Jarpa_Wevar,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Abel_Jarpa_Wevar,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Abel_Jarpa_Wevar
19,La Fuerza de la Mayoría,PPD,"('Patricia', 'Rubio', 'Escobar')",0.0,0.0,,*,,,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricia_Irene_Rubio_Escobar
20,Chile Vamos,RN,"('Francesca', 'Muñoz', 'Gonzalez')",23165.0,6.87,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francesca_Elizabeth_Andrea_Muñoz_González,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francesca_Elizabeth_Andrea_Muñoz_González,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francesca_Elizabeth_Andrea_Muñoz_González
20,Chile Vamos,RN,"('Leonidas', 'Romero', 'Saez')",11414.0,3.38,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Leonidas_Andrés_Romero_Sáez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Leonidas_Andrés_Romero_Sáez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Leonidas_Andrés_Romero_Sáez
20,Chile Vamos,UDI,"('Enrique', 'van Rysselberghe', 'Herrera')",28757.0,8.53,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Van_Rysselberghe_Herrera,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Van_Rysselberghe_Herrera,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Van_Rysselberghe_Herrera
20,Chile Vamos,UDI,"('Sergio', 'Bobadilla', 'Muñoz')",18432.0,5.47,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Enrique_Bobadilla_Muñoz,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Enrique_Bobadilla_Muñoz,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Enrique_Bobadilla_Muñoz
20,Convergencia Democrática,PDC,"('Jose', 'Miguel', 'Ortiz', 'Novoa')",29496.0,8.75,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Ortiz_Novoa,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Ortiz_Novoa,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Ortiz_Novoa
20,Frente Amplio,PEV,"('Felix', 'Gonzalez', 'Gatica')",18397.0,5.46,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Félix_Marcelo_González_Gatica,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Félix_Marcelo_González_Gatica,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Félix_Marcelo_González_Gatica
20,La Fuerza de la Mayoría,PS,"('Jaime', 'Toha', 'Gonzalez')",8145.0,2.42,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Manuel_Tohá_González,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Manuel_Tohá_González,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Manuel_Tohá_González
20,La Fuerza de la Mayoría,PS,"('Gaston', 'Saavedra', 'Chandia')",30557.0,9.06,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gastón_René_Saavedra_Chandía,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gastón_René_Saavedra_Chandía,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gastón_René_Saavedra_Chandía
21,Chile Vamos,RN,"('Cristobal', 'Urruticoechea', 'Rios')",22190.0,11.63,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristóbal_Ignacio_de_Loyola_Urruticoechea_Ríos,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristóbal_Ignacio_de_Loyola_Urruticoechea_Ríos,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristóbal_Ignacio_de_Loyola_Urruticoechea_Ríos
21,Chile Vamos,UDI,"('Ivan', 'Norambuena', 'Farias')",33261.0,17.44,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Ernesto_Norambuena_Farías,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Ernesto_Norambuena_Farías,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Ernesto_Norambuena_Farías
21,Convergencia Democrática,PDC,"('Joanna', 'Perez', 'Olea')",12035.0,6.31,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joanna_Elena_Pérez_Olea,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joanna_Elena_Pérez_Olea,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joanna_Elena_Pérez_Olea
21,La Fuerza de la Mayoría,PS,"('Manuel', 'Monsalve', 'Benavides')",19632.0,10.29,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Zacarías_Monsalve_Benavides,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Zacarías_Monsalve_Benavides,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Zacarías_Monsalve_Benavides
21,La Fuerza de la Mayoría,PRSD,"('Jose', 'Perez', 'Arriagada')",27066.0,14.19,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pérez_Arriagada,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pérez_Arriagada,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pérez_Arriagada
22,Chile Vamos,RN,"('Diego', 'Paulsen', 'Kehr')",24405.0,22.54,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Diego_Alfredo_Paulsen_Kehr,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Diego_Alfredo_Paulsen_Kehr,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Diego_Alfredo_Paulsen_Kehr
22,Chile Vamos,RN,"('Jorge', 'Rathgeb', 'Schifferli')",21594.0,19.94,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Evaldo_Rathgeb_Schifferli,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Evaldo_Rathgeb_Schifferli,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Evaldo_Rathgeb_Schifferli
22,Convergencia Democrática,PDC,"('Mario', 'Artidoro', 'Venegas', 'Cardenas')",14991.0,13.85,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Venegas_Cárdenas,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Venegas_Cárdenas,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Venegas_Cárdenas
22,La Fuerza de la Mayoría,PPD,"('Andrea', 'Parra', 'Sauterel')",10312.0,9.52,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Irle_Andrea_Parra_Sauterel,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Irle_Andrea_Parra_Sauterel,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Irle_Andrea_Parra_Sauterel
23,Candidatura Independiente,IND,"('Rene', 'Saffirio', 'Espinoza')",38578.0,17.17,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Fernando_Saffirio_Espinoza,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Fernando_Saffirio_Espinoza,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Fernando_Saffirio_Espinoza
23,Chile Vamos,EVOPOLI,"('Andres', 'Molina', 'Magofke')",23927.0,10.65,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Sergio_Andrés_Molina_Magofke,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Sergio_Andrés_Molina_Magofke,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Sergio_Andrés_Molina_Magofke
23,Chile Vamos,EVOPOLI,"('Sebastian', 'Alvarez', 'Ramirez')",5319.0,2.37,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sebastián_Diego_Álvarez_Ramírez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sebastián_Diego_Álvarez_Ramírez,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sebastián_Diego_Álvarez_Ramírez
23,Chile Vamos,RN,"('Rene', 'Manuel', 'Garcia', 'Garcia')",23118.0,10.29,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Manuel_García_García,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Manuel_García_García,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Manuel_García_García
23,Chile Vamos,RN,"('Miguel', 'Mellado', 'Suazo')",13708.0,6.1,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Alejandro_Mellado_Suazo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Alejandro_Mellado_Suazo,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Alejandro_Mellado_Suazo
23,La Fuerza de la Mayoría,PRSD,"('Fernando', 'Meza', 'Moncada')",13696.0,6.1,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Meza_Moncada,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Meza_Moncada,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Meza_Moncada
23,La Fuerza de la Mayoría,PPD,"('Ricardo', 'Celis', 'Araya')",16335.0,7.27,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Patricio_Celis_Araya,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Patricio_Celis_Araya,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Patricio_Celis_Araya
24,Chile Vamos,RN,"('Bernardo', 'Berger', 'Fett')",24070.0,17.27,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Bernardo_José_Berger_Fett,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Bernardo_José_Berger_Fett,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Bernardo_José_Berger_Fett
24,Chile Vamos,UDI,"('Gaston', 'von Mühlenbrock', 'Zamora')",12542.0,9.0,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gastón_Von_Mühlenbrock_Zamora,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gastón_Von_Mühlenbrock_Zamora,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gastón_Von_Mühlenbrock_Zamora
24,Convergencia Democrática,PDC,"('Ivan', 'Alberto', 'Flores', 'Garcia')",13242.0,9.5,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Alberto_Flores_García,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Alberto_Flores_García,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Alberto_Flores_García
24,La Fuerza de la Mayoría,PS,"('Patricio', 'Rosas', 'Barrientos')",13371.0,9.59,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Eduardo_Rosas_Barrientos,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Eduardo_Rosas_Barrientos,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Eduardo_Rosas_Barrientos
24,La Fuerza de la Mayoría,PS,"('Marcos', 'Ilabaca', 'Cerda')",15739.0,11.29,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcos_Artemio_Ilabaca_Cerda,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcos_Artemio_Ilabaca_Cerda,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcos_Artemio_Ilabaca_Cerda
25,Chile Vamos,UDI,"('Javier', 'Hernandez', 'Hernandez')",16367.0,12.58,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Javier_Ricardo_Hernández_Hernández,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Javier_Ricardo_Hernández_Hernández,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Javier_Ricardo_Hernández_Hernández
25,Chile Vamos,RN,"('Harry', 'Jurgensen', 'Rundshagen')",20531.0,15.79,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Harry_Kurt_Thomas_Jurgensen_Rundshagen,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Harry_Kurt_Thomas_Jurgensen_Rundshagen,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Harry_Kurt_Thomas_Jurgensen_Rundshagen
25,La Fuerza de la Mayoría,PS,"('Fidel', 'Espinoza', 'Sandoval')",27999.0,21.53,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fidel_Edgardo_Espinoza_Sandoval,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fidel_Edgardo_Espinoza_Sandoval,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fidel_Edgardo_Espinoza_Sandoval
25,La Fuerza de la Mayoría,PS,"('Emilia', 'Iris', 'Nuyado', 'Ancapichun')",8149.0,6.27,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Emilia_Iris_Nuyado_Ancapichún,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Emilia_Iris_Nuyado_Ancapichún,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Emilia_Iris_Nuyado_Ancapichún
26,Chile Vamos,RN,"('Alejandro', 'Santana', 'Tirachini')",23558.0,17.1,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Santana_Tirachini,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Santana_Tirachini,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Santana_Tirachini
26,Chile Vamos,RN,"('Carlos', 'Ignacio', 'Kuschel', 'Silva')",11250.0,8.17,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Ignacio_Kuschel_Silva,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Ignacio_Kuschel_Silva,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Ignacio_Kuschel_Silva
26,Convergencia Democrática,PDC,"('Gabriel', 'Hector', 'Ascencio', 'Mansilla')",9326.0,6.77,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Ascencio_Mansilla,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Ascencio_Mansilla,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Ascencio_Mansilla
26,Frente Amplio,PL,"('Alejandro', 'Javier', 'Bernales', 'Maldonado')",6200.0,4.5,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Javier_Bernales_Maldonado,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Javier_Bernales_Maldonado,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Javier_Bernales_Maldonado
26,La Fuerza de la Mayoría,PS,"('Jenny', 'Alvarez', 'Vera')",10162.0,7.38,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jenny_Paola_Álvarez_Vera,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jenny_Paola_Álvarez_Vera,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jenny_Paola_Álvarez_Vera
27,Chile Vamos,RN,"('Aracely', 'Leuquen', 'Uribe')",3925.0,11.2,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Aracely_Andrea_Leuquén_Uribe,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Aracely_Andrea_Leuquén_Uribe,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Aracely_Andrea_Leuquén_Uribe
27,Convergencia Democrática,PDC,"('Miguel', 'Angel', 'Calisto', 'Aguila')",8822.0,25.17,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Ángel_Calisto_Águila,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Ángel_Calisto_Águila,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Ángel_Calisto_Águila
27,La Fuerza de la Mayoría,PPD,"('Rene', 'Osvaldo', 'Alinco', 'Bustos')",3121.0,8.91,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Alinco_Bustos,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Alinco_Bustos,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Alinco_Bustos
28,Chile Vamos,UDI,"('Sandra', 'Amar', 'Mancilla')",6871.0,12.11,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sandra_Haydée_Amar_Mancilla,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sandra_Haydée_Amar_Mancilla,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sandra_Haydée_Amar_Mancilla
28,Frente Amplio,PH,"('Gabriel', 'Boric', 'Font')",18626.0,32.82,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Boric_Font,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Boric_Font,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Boric_Font
28,La Fuerza de la Mayoría,PRSD,"('Karim', 'Antonio', 'Bianchi', 'Retamales')",4190.0,7.38,*,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Karim_Antonio_Bianchi_Retamales,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Karim_Antonio_Bianchi_Retamales,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Karim_Antonio_Bianchi_Retamales
